ID,division,crime_category,crime,report_count
789,D13,Property Offense,Other,1
790,D13,Property Offense,Other,10
791,D14,Property Offense,Theft,5
792,D13,Property Offense,Other,79
793,D14,Property Offense,Theft,11
794,D13,Property Offense,Other,56
795,D14,Property Offense,Theft,6
796,D13,Property Offense,Other,36
797,D14,Property Offense,Theft,216
798,D13,Property Offense,Theft,9
799,D13,Personal Offense,Other,2
800,D13,Personal Offense,Other,12
801,D22,Personal Offense,Sexual Violation,8
802,D22,Personal Offense,Assault,22
803,D22,Personal Offense,Sexual Violation,15
804,D22,Personal Offense,Sexual Violation,4
805,D22,Personal Offense,Assault,60
806,D22,Personal Offense,Sexual Violation,4
807,D22,Personal Offense,Assault,23
808,D22,Personal Offense,Sexual Violation,7
809,D22,Personal Offense,Assault,140
810,D22,Personal Offense,Sexual Violation,1
811,D22,Personal Offense,Assault,10
812,D22,Personal Offense,Sexual Violation,1
813,D22,Personal Offense,Assault,78
814,D22,Personal Offense,Assault,20
815,D22,Personal Offense,Sexual Violation,1
816,D22,Personal Offense,Sexual Violation,5
817,D22,Personal Offense,Sexual Violation,3
818,D22,Personal Offense,Sexual Violation,5
819,D22,Personal Offense,Sexual Violation,4
820,D22,Personal Offense,Sexual Violation,13
821,D22,Traffic Violation,Other,4
822,D22,Traffic Violation,Other,2
823,D22,Traffic Violation,Other,2
824,D22,Personal Offense,Assault,87
825,D22,Traffic Violation,Other,18
826,D22,Controlled Substances,Other,5
827,D22,Personal Offense,Attempt Murder,2
828,D22,Traffic Violation,Other,9
829,D22,Controlled Substances,Other,9
830,D22,Personal Offense,Attempt Murder,1
831,D22,Traffic Violation,Other,10
832,D22,Controlled Substances,Other,3
833,D22,Personal Offense,Attempt Murder,1
834,D22,Traffic Violation,Other,4
835,D22,Controlled Substances,Other,33
836,D22,Personal Offense,Other,11
837,D22,Traffic Violation,Other,2
838,D22,Controlled Substances,Other,4
839,D22,Personal Offense,Other,7
840,D22,Traffic Violation,Other,10
841,D22,Controlled Substances,Other,20
842,D22,Personal Offense,Other,21
843,D22,Traffic Violation,Other,3
844,D22,Controlled Substances,Other,10
845,D22,Personal Offense,Other,48
846,D22,Traffic Violation,Other,13
847,D22,Controlled Substances,Other,28
848,D22,Personal Offense,Other,12
849,D22,Traffic Violation,Other,3
850,D22,Property Offense,Theft,9
851,D22,Personal Offense,Other,10
852,D22,Traffic Violation,Other,6
853,D22,Property Offense,Theft,23
854,D22,Personal Offense,Other,1
855,D22,Traffic Violation,Other,5
856,D22,Property Offense,Theft,28
857,D22,Personal Offense,Other,15
858,D22,Traffic Violation,Other,20
859,D22,Property Offense,Theft,65
860,D22,Personal Offense,Other,4
861,D22,Other,Other,14
862,D14,Property Offense,Theft,120
863,D22,Property Offense,Theft,11
864,D22,Property Offense,Theft,6
865,D22,Property Offense,Theft,27
866,D22,Property Offense,Theft,18
867,D22,Property Offense,Theft,9
868,D22,Property Offense,Theft,8
869,D22,Property Offense,Theft,29
870,D22,Property Offense,Theft,3
871,D22,Property Offense,Theft,9
872,D22,Property Offense,Theft,21
873,D22,Property Offense,Theft,39
874,D22,Property Offense,Break & Enter,3
875,D22,Property Offense,Break & Enter,5
876,D22,Property Offense,Break & Enter,7
877,D22,Property Offense,Break & Enter,9
878,D22,Property Offense,Break & Enter,14
879,D22,Property Offense,Break & Enter,7
880,D22,Property Offense,Break & Enter,2
881,D22,Property Offense,Break & Enter,1
882,D22,Property Offense,Break & Enter,4
883,D22,Property Offense,Break & Enter,2
884,D22,Property Offense,Break & Enter,15
885,D22,Property Offense,Break & Enter,8
886,D22,Property Offense,Break & Enter,3
887,D22,Property Offense,Break & Enter,8
888,D22,Property Offense,Break & Enter,5
889,D22,Property Offense,Break & Enter,5
890,D22,Property Offense,Break & Enter,10
891,D22,Property Offense,Break & Enter,41
892,D22,Property Offense,Break & Enter,1
893,D22,Property Offense,Break & Enter,4
894,D22,Property Offense,Break & Enter,6
895,D22,Property Offense,Break & Enter,2
896,D22,Property Offense,Break & Enter,6
897,D22,Property Offense,Break & Enter,2
898,D22,Property Offense,Break & Enter,17
899,D22,Property Offense,Break & Enter,1
900,D22,Property Offense,Break & Enter,9
901,D22,Property Offense,Other,35
902,D14,Personal Offense,Other,16
903,D22,Property Offense,Break & Enter,18
904,D14,Traffic Violation,Other,5
905,D14,Property Offense,Theft,54
906,D22,Other,Other,11
907,D22,Personal Offense,Other,16
908,D22,Property Offense,Other,55
909,D22,Property Offense,Break & Enter,9
910,D14,Personal Offense,Other,20
911,D22,Other,Other,19
912,D14,Property Offense,Theft,206
913,D22,Personal Offense,Other,8
914,D14,Traffic Violation,Other,4
915,D22,Property Offense,Other,37
916,D14,Property Offense,Theft,86
917,D22,Personal Offense,Other,30
918,D14,Personal Offense,Other,1
919,D22,Other,Other,89
920,D22,Property Offense,Break & Enter,32
921,D14,Personal Offense,Robbery,2
922,D22,Personal Offense,Other,3
923,D22,Other,Other,22
924,D22,Property Offense,Other,83
925,D14,Property Offense,Theft,1
926,D22,Property Offense,Break & Enter,22
927,D14,Traffic Violation,Other,11
928,D14,Personal Offense,Robbery,4
929,D22,Personal Offense,Other,22
930,D22,Other,Other,35
931,D22,Property Offense,Other,6
932,D14,Property Offense,Theft,1
933,D22,Property Offense,Break & Enter,5
934,D14,Traffic Violation,Other,8
935,D14,Personal Offense,Robbery,2
936,D22,Personal Offense,Other,9
937,D22,Other,Other,5
938,D22,Property Offense,Other,63
939,D14,Property Offense,Theft,385
940,D22,Property Offense,Break & Enter,11
941,D14,Other,Other,42
942,D14,Personal Offense,Robbery,1
943,D22,Personal Offense,Other,32
944,D22,Other,Other,33
945,D22,Property Offense,Other,31
946,D14,Property Offense,Theft,104
947,D22,Property Offense,Break & Enter,2
948,D14,Other,Other,1
949,D14,Personal Offense,Robbery,1
950,D22,Personal Offense,Robbery,2
951,D22,Other,Other,12
952,D22,Property Offense,Other,89
953,D14,Property Offense,Theft,22
954,D22,Property Offense,Break & Enter,41
955,D14,Other,Other,27
956,D14,Other,Other,15
957,D14,Other,Other,29
958,D14,Other,Other,20
959,D14,Other,Other,145
960,D14,Other,Other,39
961,D14,Other,Other,14
962,D14,Other,Other,35
963,D14,Other,Other,132
964,D14,Other,Other,56
965,D14,Other,Other,54
966,D14,Other,Other,64
967,D14,Other,Other,134
968,D14,Other,Other,6
969,D14,Other,Other,2
970,D14,Other,Other,2
971,D14,Other,Other,2
972,D14,Other,Other,10
973,D14,Other,Other,1
974,D14,Other,Other,12
975,D14,Other,Other,3
976,D14,Other,Other,3
977,D14,Other,Other,10
978,D14,Other,Other,2
979,D14,Other,Other,1
980,D14,Other,Other,8
981,D14,Other,Other,9
982,D14,Other,Other,3
983,D14,Other,Other,3
984,D14,Other,Other,2
985,D14,Other,Other,5
986,D14,Other,Other,1
987,D14,Other,Other,2
988,D14,Other,Other,2
989,D14,Other,Other,5
990,D14,Other,Other,2
991,D14,Other,Other,6
992,D22,Controlled Substances,Other,11
993,D22,Controlled Substances,Other,5
994,D22,Controlled Substances,Other,10
995,D22,Controlled Substances,Other,29
996,D22,Controlled Substances,Other,4
997,D22,Controlled Substances,Other,34
998,D22,Controlled Substances,Other,15
999,D14,Personal Offense,Robbery,4
1000,D22,Property Offense,Other,1
1001,D14,Personal Offense,Robbery,2
1002,D22,Personal Offense,Robbery,3
1003,D14,Property Offense,Theft,208
1004,D22,Property Offense,Theft,7
1005,D22,Other,Other,20
1006,D22,Property Offense,Break & Enter,21
1007,D14,Personal Offense,Robbery,2
1008,D14,Property Offense,Theft,235
1009,D22,Property Offense,Theft,3
1010,D22,Personal Offense,Robbery,2
1011,D22,Other,Other,7
1012,D22,Property Offense,Break & Enter,14
1013,D14,Personal Offense,Robbery,22
1014,D14,Property Offense,Theft,1
1015,D22,Property Offense,Theft,6
1016,D22,Personal Offense,Robbery,1
1017,D22,Other,Other,272
1018,D22,Property Offense,Break & Enter,46
1019,D14,Personal Offense,Robbery,18
1020,D14,Property Offense,Theft,6
1021,D22,Property Offense,Theft,33
1022,D22,Personal Offense,Robbery,1
1023,D22,Other,Other,6
1024,D22,Property Offense,Break & Enter,8
1025,D14,Personal Offense,Robbery,19
1026,D14,Property Offense,Theft,293
1027,D22,Property Offense,Theft,6
1028,D22,Personal Offense,Robbery,9
1029,D22,Other,Other,37
1030,D22,Property Offense,Break & Enter,5
1031,D14,Personal Offense,Robbery,7
1032,D14,Property Offense,Theft,199
1033,D22,Property Offense,Theft,3
1034,D22,Personal Offense,Robbery,4
1035,D22,Other,Other,10
1036,D22,Property Offense,Break & Enter,30
1037,D14,Personal Offense,Robbery,2
1038,D14,Property Offense,Theft,354
1039,D22,Property Offense,Theft,3
1040,D22,Personal Offense,Robbery,12
1041,D22,Other,Other,59
1042,D22,Property Offense,Break & Enter,41
1043,D14,Property Offense,Theft,280
1044,D22,Property Offense,Theft,2
1045,D22,Personal Offense,Robbery,16
1046,D14,Personal Offense,Robbery,47
1047,D14,Personal Offense,Assault,69
1048,D22,Other,Other,1
1049,D22,Property Offense,Break & Enter,1
1050,D14,Personal Offense,Robbery,3
1051,D14,Personal Offense,Assault,1
1052,D22,Other,Other,4
1053,D22,Property Offense,Theft,3
1054,D22,Personal Offense,Robbery,13
1055,D22,Property Offense,Break & Enter,2
1056,D14,Personal Offense,Robbery,5
1057,D14,Personal Offense,Assault,45
1058,D22,Other,Other,1
1059,D22,Property Offense,Theft,4
1060,D22,Personal Offense,Robbery,1
1061,D22,Property Offense,Break & Enter,2
1062,D14,Personal Offense,Robbery,24
1063,D14,Personal Offense,Assault,24
1064,D22,Other,Other,1
1065,D22,Property Offense,Theft,3
1066,D22,Personal Offense,Robbery,14
1067,D22,Property Offense,Break & Enter,5
1068,D14,Personal Offense,Robbery,19
1069,D14,Personal Offense,Assault,88
1070,D22,Other,Other,9
1071,D22,Property Offense,Theft,3
1072,D22,Personal Offense,Robbery,7
1073,D22,Property Offense,Break & Enter,1
1074,D14,Personal Offense,Robbery,18
1075,D14,Personal Offense,Assault,32
1076,D22,Other,Other,2
1077,D22,Property Offense,Theft,9
1078,D22,Personal Offense,Robbery,12
1079,D22,Property Offense,Break & Enter,2
1080,D14,Personal Offense,Robbery,32
1081,D14,Personal Offense,Assault,1
1082,D22,Property Offense,Theft,76
1083,D22,Personal Offense,Robbery,8
1084,D22,Property Offense,Break & Enter,2
1085,D22,Property Offense,Theft,1
1086,D14,Personal Offense,Robbery,9
1087,D14,Personal Offense,Assault,157
1088,D22,Personal Offense,Robbery,8
1089,D22,Property Offense,Break & Enter,2
1090,D14,Personal Offense,Robbery,13
1091,D14,Personal Offense,Assault,50
1092,D22,Personal Offense,Robbery,5
1093,D22,Property Offense,Theft,126
1094,D22,Property Offense,Break & Enter,1
1095,D14,Personal Offense,Sexual Violation,6
1096,D14,Personal Offense,Assault,15
1097,D22,Personal Offense,Robbery,15
1098,D22,Property Offense,Theft,107
1099,D22,Property Offense,Break & Enter,3
1100,D14,Personal Offense,Sexual Violation,1
1101,D14,Personal Offense,Assault,79
1102,D22,Personal Offense,Robbery,14
1103,D22,Property Offense,Theft,680
1104,D22,Property Offense,Fraud,15
1105,D14,Personal Offense,Sexual Violation,7
1106,D14,Personal Offense,Assault,164
1107,D22,Personal Offense,Robbery,19
1108,D22,Property Offense,Theft,43
1109,D22,Property Offense,Fraud,1
1110,D14,Personal Offense,Sexual Violation,2
1111,D14,Personal Offense,Assault,105
1112,D22,Personal Offense,Sexual Violation,4
1113,D22,Property Offense,Theft,1
1114,D22,Property Offense,Fraud,19
1115,D14,Personal Offense,Sexual Violation,12
1116,D14,Personal Offense,Assault,86
1117,D22,Personal Offense,Sexual Violation,1
1118,D22,Property Offense,Theft,78
1119,D22,Property Offense,Fraud,30
1120,D14,Personal Offense,Sexual Violation,8
1121,D14,Personal Offense,Assault,148
1122,D22,Personal Offense,Sexual Violation,1
1123,D22,Property Offense,Theft,198
1124,D22,Property Offense,Fraud,155
1125,D14,Personal Offense,Sexual Violation,17
1126,D14,Personal Offense,Assault,1
1127,D22,Property Offense,Theft,126
1128,D22,Property Offense,Fraud,19
1129,D14,Personal Offense,Sexual Violation,7
1130,D14,Personal Offense,Assault,120
1131,D22,Property Offense,Theft,1
1132,D14,Personal Offense,Sexual Violation,7
1133,D22,Property Offense,Fraud,21
1134,D22,Property Offense,Theft,93
1135,D14,Personal Offense,Attempt Murder,2
1136,D14,Personal Offense,Sexual Violation,10
1137,D22,Property Offense,Fraud,74
1138,D22,Property Offense,Theft,125
1139,D14,Personal Offense,Attempt Murder,1
1140,D14,Personal Offense,Sexual Violation,24
1141,D22,Property Offense,Fraud,7
1142,D22,Property Offense,Theft,149
1143,D14,Personal Offense,Attempt Murder,1
1144,D14,Personal Offense,Sexual Violation,14
1145,D22,Property Offense,Fraud,11
1146,D22,Property Offense,Theft,28
1147,D14,Personal Offense,Attempt Murder,2
1148,D14,Personal Offense,Sexual Violation,9
1149,D22,Property Offense,Fraud,24
1150,D22,Property Offense,Theft,99
1151,D14,Personal Offense,Other,16
1152,D14,Personal Offense,Sexual Violation,6
1153,D22,Property Offense,Fraud,25
1154,D22,Property Offense,Theft,160
1155,D14,Personal Offense,Other,14
1156,D14,Personal Offense,Sexual Violation,8
1157,D22,Property Offense,Fraud,21
1158,D22,Property Offense,Theft,1
1159,D14,Personal Offense,Other,11
1160,D14,Traffic Violation,Other,4
1161,D22,Property Offense,Fraud,21
1162,D22,Property Offense,Theft,263
1163,D14,Personal Offense,Other,15
1164,D14,Traffic Violation,Other,8
1165,D22,Property Offense,Fraud,29
1166,D22,Property Offense,Theft,1
1167,D14,Personal Offense,Other,16
1168,D14,Traffic Violation,Other,1
1169,D22,Property Offense,Fraud,52
1170,D22,Property Offense,Theft,1
1171,D14,Personal Offense,Other,28
1172,D14,Traffic Violation,Other,13
1173,D22,Property Offense,Fraud,1
1174,D22,Personal Offense,Assault,40
1175,D14,Personal Offense,Other,22
1176,D22,Property Offense,Other,45
1177,D14,Traffic Violation,Other,9
1178,D22,Property Offense,Other,1
1179,D22,Personal Offense,Assault,23
1180,D14,Traffic Violation,Other,9
1181,D22,Property Offense,Other,30
1182,D14,Personal Offense,Other,1
1183,D22,Personal Offense,Assault,47
1184,D14,Traffic Violation,Other,2
1185,D22,Property Offense,Other,61
1186,D14,Personal Offense,Other,23
1187,D22,Personal Offense,Assault,140
1188,D14,Traffic Violation,Other,1
1189,D22,Property Offense,Other,144
1190,D14,Personal Offense,Other,45
1191,D22,Personal Offense,Assault,41
1192,D14,Traffic Violation,Other,7
1193,D22,Property Offense,Other,42
1194,D14,Personal Offense,Other,21
1195,D22,Personal Offense,Assault,57
1196,D14,Traffic Violation,Other,22
1197,D22,Property Offense,Other,30
1198,D14,Personal Offense,Other,11
1199,D22,Personal Offense,Assault,86
1200,D22,Property Offense,Other,73
1201,D23,Personal Offense,Robbery,12
1202,D22,Other,Other,1
1203,D23,Personal Offense,Robbery,20
1204,D23,Personal Offense,Robbery,78
1205,D23,Personal Offense,Robbery,1
1206,D22,Other,Other,7
1207,D23,Property Offense,Break & Enter,3
1208,D23,Personal Offense,Robbery,20
1209,D22,Other,Other,2
1210,D23,Personal Offense,Sexual Violation,2
1211,D31,Personal Offense,Attempt Murder,1
1212,D23,Property Offense,Break & Enter,11
1213,D22,Other,Other,4
1214,D23,Personal Offense,Sexual Violation,6
1215,D31,Personal Offense,Attempt Murder,1
1216,D31,Other,Other,114
1217,D23,Property Offense,Break & Enter,3
1218,D23,Property Offense,Theft,1
1219,D22,Other,Other,1
1220,D23,Personal Offense,Sexual Violation,3
1221,D31,Personal Offense,Attempt Murder,3
1222,D31,Property Offense,Break & Enter,5
1223,D23,Other,Other,2
1224,D23,Property Offense,Break & Enter,1
1225,D23,Property Offense,Break & Enter,2
1226,D23,Property Offense,Break & Enter,9
1227,D23,Property Offense,Break & Enter,71
1228,D23,Property Offense,Break & Enter,7
1229,D23,Property Offense,Break & Enter,2
1230,D23,Property Offense,Break & Enter,11
1231,D23,Property Offense,Break & Enter,9
1232,D23,Property Offense,Break & Enter,8
1233,D23,Property Offense,Break & Enter,8
1234,D23,Property Offense,Break & Enter,10
1235,D23,Property Offense,Break & Enter,52
1236,D23,Property Offense,Break & Enter,20
1237,D23,Property Offense,Break & Enter,2
1238,D23,Property Offense,Break & Enter,1
1239,D23,Property Offense,Break & Enter,1
1240,D23,Property Offense,Break & Enter,2
1241,D23,Property Offense,Break & Enter,10
1242,D23,Property Offense,Break & Enter,1
1243,D23,Property Offense,Fraud,2
1244,D23,Property Offense,Fraud,19
1245,D23,Property Offense,Fraud,20
1246,D23,Property Offense,Fraud,2
1247,D23,Property Offense,Fraud,42
1248,D23,Property Offense,Fraud,86
1249,D23,Property Offense,Fraud,11
1250,D23,Property Offense,Fraud,1
1251,D23,Property Offense,Fraud,18
1252,D23,Property Offense,Fraud,24
1253,D23,Property Offense,Fraud,197
1254,D23,Property Offense,Fraud,36
1255,D23,Property Offense,Other,3
1256,D23,Property Offense,Other,30
1257,D23,Property Offense,Other,40
1258,D23,Property Offense,Other,2
1259,D23,Property Offense,Other,82
1260,D23,Property Offense,Other,93
1261,D23,Property Offense,Other,15
1262,D23,Property Offense,Other,26
1263,D23,Property Offense,Other,19
1264,D23,Property Offense,Other,209
1265,D23,Property Offense,Other,73
1266,D23,Property Offense,Theft,1
1267,D23,Property Offense,Theft,2
1268,D31,Other,Other,46
1269,D23,Property Offense,Theft,5
1270,D23,Property Offense,Theft,5
1271,D23,Property Offense,Theft,1
1272,D23,Personal Offense,Sexual Violation,10
1273,D23,Personal Offense,Sexual Violation,40
1274,D22,Other,Other,1
1275,D31,Other,Other,9
1276,D23,Other,Other,4
1277,D23,Property Offense,Theft,2
1278,D22,Other,Other,5
1279,D31,Personal Offense,Attempt Murder,1
1280,D23,Other,Other,2
1281,D31,Other,Other,43
1282,D23,Personal Offense,Sexual Violation,12
1283,D31,Other,Other,13
